Config, App, Score, Cycles, % Vertex,% SPI,% Primitive,% Tile,% CB,% DB,% RB Read,% RB Write,% TA,% TD,% TCP,% TCC-TCP BW,% TCC,% TCC-MEM BW,% MC,% MCS,% ES GPR,% ES Wave,% GS GPR,% GS Wave,% LS GPR,% LS Wave,% HS GPR,% HS Wave,% VS GPR,% VS Wave,% PosBuf,% ParamCache,% AS GPR,% AS Wave,% PS GPR,% PS Wave,% DBLQuadFifo,% PS LDS,% LDS,% PS DBTileFIFO,% PS DBMRTTileFIFO,% CS GPR,% CS Wave,% PrimShader GPR,% PrimShader Wave,% PrimShader_ParamCache,% PrimShader_PosBuf,% ALU,% SFU,% SHExport,% MEM_INST,% SX-DB,% Baryc,% Interp,% PaScFifo,Ave FPS, Min FPS, Max FPS, Time (ms), Ave Power (Watt), Ave Freq (MHz), Ave Shader Freq (MHz),TotDcallNum,ExTDPDcallNum,SNum,ONum,ASNum,AONum
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.6849,6041686752,6.31%,16.7%,3.98%,0%,0.12%,0.18%,0%,0%,0%,0%,7.98%,0.09%,0.4%,0%,0%,3.44%,0%,0%,0%,0%,0%,0.02%,0%,5.53%,0%,5.32%,14.45%,0%,0%,0%,3.33%,0.07%,0%,0%,5.55%,0%,0%,3.03%,2.73%,0%,0%,0%,0%,18.36%,0%,0.9%,0%,0%,0%,1.51%,0%,158.85,142.61,177.14,2876.99,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Grid2_38x21,1.3593,23106855465,0.11%,15.31%,0.67%,0.05%,0%,1.03%,0%,0%,0.01%,0%,12.48%,0.47%,0.11%,0%,0%,3.37%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.35%,0.01%,0%,0%,0%,38.01%,2.97%,0%,0%,5.79%,0%,0%,0%,1.2%,0%,0%,0%,0%,15.8%,0%,0%,0%,0%,0%,0.26%,0%,115.49,81.83,50136.5,11003.26,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.628,16403052459,0.74%,16.75%,0.63%,0.01%,0%,0.75%,0%,0%,0.47%,0%,13.59%,0.01%,0.12%,0%,0%,0.93%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7.97%,1.38%,1.73%,0%,0%,20.08%,0.95%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25.07%,0%,2.18%,0%,5.52%,0%,1.12%,0%,126.45,52.6,3732.59,7810.98,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.5646,25776118746,0.46%,17.84%,0.44%,0%,0%,0.64%,0%,0%,0.35%,0%,11.71%,0.01%,0.1%,0%,0%,1.19%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.95%,1.08%,1.12%,0%,0%,23.34%,0.52%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,27.48%,0%,1.9%,0%,6.12%,0%,0.75%,0%,81.53,33.44,2777.49,12274.34,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.4738,8452868778,0.24%,11.91%,0.02%,0%,0%,2.47%,0%,0%,0%,0%,3.9%,0%,0%,0%,0%,26.41%,0%,0%,0%,0%,0%,0%,0%,0%,0%,19.99%,2.2%,0.05%,0%,0%,0.04%,2.12%,0%,0%,4.53%,0%,0%,0%,0%,0%,0%,0%,0%,26.1%,0%,0%,0%,0%,0%,0.01%,0%,135.9,95.2,205.77,4025.18,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.3417,26119445965,0.08%,12.42%,0.01%,0%,0%,4.8%,0%,0%,0%,0%,2.44%,0%,0%,0%,0%,34.92%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6.16%,0.69%,0.02%,0%,0%,0%,0.61%,0%,0%,5.82%,0%,0%,0%,0%,0%,0%,0%,0%,32.04%,0%,0%,0%,0%,0%,0.01%,0%,62.85,43.27,83.71,12437.83,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.3689,37969220247,0.01%,26.91%,0.33%,0.01%,0%,3.08%,0%,0%,0%,0%,18.3%,0%,0%,0%,0%,18.45%,0%,0%,0%,0%,0%,0.23%,0%,0.25%,0%,1.15%,0.17%,0%,0%,0%,3.87%,2.24%,0%,0%,0.31%,0%,0%,0%,0%,0%,0%,0%,0%,12.65%,0%,0.04%,0%,0%,0%,12.01%,0%,55.64,48.65,79.82,18080.58,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.7971,12771454789,5.79%,14.43%,1.55%,0%,0%,0.19%,0%,0%,0%,0%,5.66%,0%,0.03%,0%,0%,39.25%,0%,0%,0%,0%,0%,0%,0%,1.37%,0%,1.34%,16.22%,0%,0%,0%,2.82%,0.02%,0%,0%,5.15%,0%,0%,0.78%,0%,0%,0%,0%,0%,3.47%,0%,0.63%,0%,0%,0%,1.3%,0%,75.15,68.02,83.79,6081.65,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Grid2_38x21,0.6725,46704466630,0.14%,14.04%,0.56%,0.07%,0%,0.73%,0%,0%,0.01%,0%,11.84%,1.51%,0.11%,0%,0%,8.81%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.87%,0.03%,0%,0%,0%,38.59%,1.19%,0%,0%,5.73%,0%,0%,0%,0%,0%,0%,0%,0%,15.6%,0%,0%,0%,0%,0%,0.18%,0%,57.14,40.59,28667.48,22240.22,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.754,35417605381,0.59%,13.01%,0.53%,0%,0%,0.57%,0%,0%,0.45%,0%,10.69%,0.01%,0%,0%,0%,28.61%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3.45%,1.6%,0.7%,0%,0%,16.71%,0.32%,0%,0.01%,0%,0%,0%,0%,0%,0%,0%,0%,0%,16.54%,0%,0.42%,0%,4.92%,0%,0.87%,0%,58.56,25.94,2591.68,16865.53,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.7358,54810202355,0.41%,14.21%,0.4%,0%,0%,0.5%,0%,0%,0.33%,0%,9.01%,0.01%,0%,0%,0%,25.52%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.15%,0.84%,0.42%,0%,0%,18.43%,0.19%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20.67%,0%,0.6%,0%,5.69%,0%,0.62%,0%,38.34,16.54,2068.4,26100.1,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.7498,16615642417,0.24%,9.43%,0.01%,0%,0%,2.95%,0%,0%,0%,0%,3.43%,0.01%,0%,0%,0%,39.86%,0%,0%,0%,0%,0%,0%,0%,0%,0%,8.83%,3.47%,0.05%,0%,0%,0.05%,1.13%,0%,0%,4.61%,0%,0%,0%,0%,0%,0%,0%,0%,25.92%,0%,0%,0%,0%,0%,0.01%,0%,69.14,47.07,103.16,7912.21,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.6535,53623784706,0.07%,10.09%,0%,0%,0%,3.92%,0%,0%,0%,0%,2.37%,0%,0%,0%,0%,43.22%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.52%,1.03%,0.02%,0%,0%,0.01%,0.32%,0%,0%,5.67%,0%,0%,0%,0%,0%,0%,0%,0%,30.76%,0%,0%,0%,0%,0%,0.02%,0%,30.61,20.74,41.32,25535.14,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.5998,86655401510,0%,17.32%,0.19%,0.01%,0%,2.12%,0%,0%,0%,0%,11.77%,0%,0%,0%,0%,57.04%,0%,0%,0%,0%,0%,0.07%,0%,0.08%,0%,0.18%,0.17%,0%,0%,0%,3.49%,0.85%,0%,0%,0.3%,0%,0.02%,0%,0%,0%,0%,0%,0%,6.18%,0%,0.01%,0%,0%,0%,0.21%,0%,24.38,21.15,36.3,41264.48,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.8019,12694743665,5.86%,14.54%,1.58%,0%,0%,0.19%,0%,0%,0%,0%,5.74%,0%,0.03%,0%,0%,35.25%,0%,0%,0%,0%,0%,0%,0%,1.38%,0%,1.37%,16.35%,0%,0%,0%,2.84%,0.02%,0%,0%,5.18%,0%,0%,0.78%,0%,0%,0%,0%,0%,6.91%,0%,0.65%,0%,0%,0%,1.31%,0%,75.6,68.38,84.32,6045.12,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,Grid2_38x21,0.6733,46651714188,0.14%,14.08%,0.56%,0.07%,0%,0.73%,0%,0%,0.01%,0%,11.86%,1.51%,0.11%,0%,0%,8.65%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.87%,0.03%,0%,0%,0%,38.64%,1.2%,0%,0%,5.74%,0%,0%,0%,0%,0%,0%,0%,0%,15.62%,0%,0%,0%,0%,0%,0.18%,0%,57.2,40.62,28883.2,22215.1,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.7171,37240157168,0.51%,9.94%,0.49%,0%,0%,0.53%,0%,0%,0.42%,0%,9.84%,0%,0%,0%,0%,36.32%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3.11%,1.42%,0.66%,0%,0%,15.6%,0.27%,0%,0.01%,0%,0%,0%,0%,0%,0%,0%,0%,0%,15.41%,0%,0.23%,0%,4.45%,0%,0.79%,0%,55.7,25.75,2532.99,17733.41,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.6695,60232810963,0.31%,9%,0.34%,0%,0%,0.44%,0%,0%,0.27%,0%,7.19%,0%,0%,0%,0%,41.86%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1.75%,0.66%,0.37%,0%,0%,14.89%,0.14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,17.38%,0%,0.13%,0%,4.76%,0%,0.49%,0%,34.89,16.32,2028.33,28682.29,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.7639,16308824991,0.25%,10.31%,0.01%,0%,0%,3.07%,0%,0%,0%,0%,3.99%,0.01%,0%,0%,0%,36.86%,0%,0%,0%,0%,0%,0%,0%,0%,0%,9.06%,3.54%,0.05%,0%,0%,0.05%,1.16%,0%,0%,4.7%,0%,0%,0%,0%,0%,0%,0%,0%,26.93%,0%,0%,0%,0%,0%,0.01%,0%,70.44,48.14,103.79,7766.11,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.6507,53861702770,0.07%,9.86%,0%,0%,0%,3.87%,0%,0%,0%,0%,2.36%,0%,0%,0%,0%,43.79%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.5%,1.03%,0.02%,0%,0%,0.01%,0.32%,0%,0%,5.64%,0%,0%,0%,0%,0%,0%,0%,0%,30.52%,0%,0%,0%,0%,0%,0.02%,0%,30.48,20.64,41.26,25648.43,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.6035,86128403990,0%,17.54%,0.19%,0.01%,0%,2.15%,0%,0%,0%,0%,12.07%,0%,0%,0%,0%,56.17%,0%,0%,0%,0%,0%,0.07%,0%,0.08%,0%,0.19%,0.17%,0%,0%,0%,3.52%,0.87%,0%,0%,0.3%,0%,0.02%,0%,0%,0%,0%,0%,0%,6.42%,0%,0.01%,0%,0%,0%,0.22%,0%,24.53,21.28,36.48,41013.53,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.8211,12398511505,6.09%,14.99%,1.7%,0%,0%,0.2%,0%,0%,0%,0%,6.22%,0%,0.05%,0%,0%,28.05%,0%,0%,0%,0%,0%,0%,0%,1.45%,0%,1.5%,16.9%,0%,0%,0%,2.96%,0.02%,0%,0%,5.31%,0%,0%,0.84%,0%,0%,0%,0%,0%,11.65%,0%,0.69%,0%,0%,0%,1.37%,0%,77.41,69.83,86.5,5904.05,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,Grid2_38x21,0.6772,46383023068,0.15%,14.4%,0.57%,0.07%,0%,0.94%,0%,0%,0.01%,0%,11.98%,1.52%,0.11%,0%,0%,7.46%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.9%,0.03%,0%,0%,0%,38.88%,1.26%,0%,0%,5.77%,0%,0%,0%,0%,0%,0%,0%,0%,15.74%,0%,0%,0%,0%,0%,0.2%,0%,57.53,40.8,30089.58,22087.15,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.8085,33030693354,0.7%,16.24%,0.59%,0%,0%,0.67%,0%,0%,0.49%,0%,12.8%,0.01%,0%,0%,0%,14.69%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3.98%,1.88%,0.76%,0%,0%,18.6%,0.4%,0%,0.01%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20.42%,0%,1.26%,0%,5.45%,0%,1.04%,0%,62.8,26.17,2631.86,15728.9,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.7883,51156177914,0.47%,17.63%,0.45%,0%,0%,0.64%,0%,0%,0.37%,0%,11.44%,0.01%,0%,0%,0%,8.63%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.48%,1.28%,0.47%,0%,0%,22.9%,0.24%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,24.38%,0%,1.72%,0%,6.16%,0%,0.74%,0%,41.08,16.68,2079.54,24360.08,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.7717,16143365944,0.25%,10.93%,0.01%,0%,0%,3.15%,0%,0%,0%,0%,4.04%,0.01%,0%,0%,0%,35.63%,0%,0%,0%,0%,0%,0%,0%,0%,0%,9.17%,3.57%,0.05%,0%,0%,0.05%,1.17%,0%,0%,4.75%,0%,0%,0%,0%,0%,0%,0%,0%,27.2%,0%,0%,0%,0%,0%,0.01%,0%,71.16,48.8,104.15,7687.32,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.6667,52565434323,0.08%,11.24%,0%,0%,0%,4.21%,0%,0%,0%,0%,2.42%,0%,0%,0%,0%,40.77%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.58%,1.05%,0.02%,0%,0%,0.01%,0.33%,0%,0%,5.78%,0%,0%,0%,0%,0%,0%,0%,0%,31.51%,0%,0%,0%,0%,0%,0.02%,0%,31.23,21.26,41.63,25031.16,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.6115,84997331461,0%,18.35%,0.19%,0.01%,0%,2.22%,0%,0%,0%,0%,12.94%,0%,0%,0%,0%,53.73%,0%,0%,0%,0%,0%,0.07%,0%,0.08%,0%,0.21%,0.18%,0%,0%,0%,3.58%,0.9%,0%,0%,0.3%,0%,0.02%,0%,0%,0%,0%,0%,0%,6.94%,0%,0.02%,0%,0%,0%,0.25%,0%,24.85,21.55,36.86,40474.92,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.8356,12182654620,6.28%,15.33%,1.82%,0%,0%,0.2%,0%,0%,0%,0%,6.57%,0%,0.07%,0%,0%,19%,0%,0%,0%,0%,0%,0%,0%,1.52%,0%,1.65%,17.35%,0%,0%,0%,3.06%,0.02%,0%,0%,5.41%,0%,0%,1.35%,0%,0%,0%,0%,0%,18.18%,0%,0.76%,0%,0%,0%,1.42%,0%,78.78,70.96,88.1,5801.26,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,Grid2_38x21,0.6798,46202677311,0.15%,14.73%,0.58%,0.07%,0%,1%,0%,0%,0.01%,0%,12.06%,1.53%,0.11%,0%,0%,6.62%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.92%,0.03%,0%,0%,0%,39.04%,1.31%,0%,0%,5.8%,0%,0%,0%,0%,0%,0%,0%,0%,15.82%,0%,0.01%,0%,0%,0%,0.22%,0%,57.76,40.93,31110.77,22001.27,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.8337,32031338441,0.75%,17.06%,0.62%,0%,0%,0.83%,0%,0%,0.51%,0%,13.58%,0.02%,0.11%,0%,0%,7.54%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.19%,2.07%,0.79%,0%,0%,19.95%,0.45%,0%,0.01%,0%,0%,0%,0%,0%,0%,0%,0%,0%,22.94%,0%,1.8%,0%,5.65%,0%,1.13%,0%,64.76,26.27,2636.8,15253.02,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.7852,51363716086,0.46%,17.58%,0.44%,0%,0%,0.65%,0%,0%,0.37%,0%,11.29%,0.01%,0%,0%,0%,11.52%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.46%,1.08%,0.46%,0%,0%,20.46%,0.23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,24.68%,0%,1.43%,0%,6.13%,0%,0.73%,0%,40.92,16.68,2079.49,24458.91,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.7792,15988823511,0.26%,11.2%,0.01%,0%,0%,3.22%,0%,0%,0%,0%,4.07%,0.01%,0%,0%,0%,34.75%,0%,0%,0%,0%,0%,0%,0%,0%,0%,9.29%,3.61%,0.05%,0%,0%,0.05%,1.19%,0%,0%,4.79%,0%,0%,0%,0%,0%,0%,0%,0%,27.49%,0%,0%,0%,0%,0%,0.01%,0%,71.85,49.38,104.48,7613.73,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.6749,51928281034,0.08%,11.69%,0%,0%,0%,4.48%,0%,0%,0%,0%,2.45%,0%,0%,0%,0%,39.45%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.62%,1.06%,0.02%,0%,0%,0.01%,0.33%,0%,0%,5.85%,0%,0%,0%,0%,0%,0%,0%,0%,31.94%,0%,0%,0%,0%,0%,0.02%,0%,31.61,21.57,41.81,24727.75,0,2100,2100,0,0,0,0,0,0
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.6284,82708595823,0%,19.62%,0.2%,0.01%,0%,2.37%,0%,0%,0%,0%,14.53%,0%,0%,0%,0%,49.07%,0%,0%,0%,0%,0%,0.07%,0%,0.09%,0%,0.26%,0.19%,0%,0%,0%,3.71%,0.98%,0%,0%,0.31%,0%,0.02%,0%,0%,0%,0%,0%,0%,8.13%,0%,0.02%,0%,0%,0%,0.43%,0%,25.54,22.14,37.62,39385.05,0,2100,2100,0,0,0,0,0,0
Navi12-384b-14m-2100e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,2.9202,3486019931,3.12%,12.5%,13.53%,0%,0.11%,0.14%,0%,0%,0%,0%,6.55%,0.03%,0.1%,0%,0%,5.03%,0%,0%,0%,0%,0%,0.27%,0%,8.99%,0%,8.35%,9.26%,0%,0%,0%,2.7%,0.13%,0%,0%,4.2%,0%,0%,5.24%,2.05%,0%,0%,0%,0%,15.9%,0%,0.6%,0%,0%,0%,1.2%,0%,275.31,246.42,303.7,1660.01,0,2100,2100,0,0,0,0,0,0
Navi12-384b-14m-2100e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,Grid2_38x21,2.555,12293166958,0.05%,13.53%,1.31%,0.02%,0%,0.88%,0%,0%,0%,0%,11.3%,0.07%,0.1%,0%,0%,5.73%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.75%,0%,0%,0%,0%,34.33%,4.98%,0%,0%,5.45%,0%,0%,0%,2.71%,0%,0%,0%,0%,14.72%,0%,0%,0%,0%,0%,0.06%,0%,217.07,155.46,57313.71,5853.89,0,2100,2100,0,0,0,0,0,0
Navi12-384b-14m-2100e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,2.9964,8912209790,0.55%,15.36%,1.81%,0%,0%,0.58%,0%,0%,0.39%,0%,12.18%,0%,0.1%,0%,0%,3.3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,14.26%,0.37%,1.23%,0%,0%,18.19%,1.72%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,22.52%,0%,1.6%,0%,5.07%,0%,0.75%,0%,232.74,104.9,4531.31,4243.91,0,2100,2100,0,0,0,0,0,0
Navi12-384b-14m-2100e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,2.9509,13666533183,0.33%,16.76%,1.21%,0%,0%,0.5%,0%,0%,0.3%,0%,10.73%,0%,0.09%,0%,0%,6.51%,0%,0%,0%,0%,0%,0%,0%,0%,0%,9.23%,0.25%,0.71%,0%,0%,19.79%,0.97%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,24.99%,0%,1.38%,0%,5.77%,0%,0.5%,0%,153.78,66.72,3236.81,6507.87,0,2100,2100,0,0,0,0,0,0
Navi12-384b-14m-2100e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,2.2663,5497148986,0.14%,5.84%,0.07%,0%,0%,1.33%,0%,0%,0%,0%,1.52%,0%,0%,0%,0%,33.96%,0%,0%,0%,0%,0%,0%,0%,0%,0%,32.25%,0%,0%,0%,0%,0.03%,3.12%,0%,0%,3.48%,0%,0%,0%,0%,0%,0%,0%,0%,18.26%,0%,0%,0%,0%,0%,0%,0%,208.98,147.12,380.8,2617.69,0,2100,2100,0,0,0,0,0,0
Navi12-384b-14m-2100e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,2.2434,15621582028,0.05%,5.17%,0.03%,0%,0%,2.64%,0%,0%,0%,0%,2.01%,0%,0%,0%,0%,49.48%,0%,0%,0%,0%,0%,0%,0%,0%,0%,11.09%,0%,0%,0%,0%,0%,0.98%,0%,0%,2.93%,0%,0%,0%,0%,0%,0%,0%,0%,25.62%,0%,0%,0%,0%,0%,0.01%,0%,105.09,72.21,158.42,7438.85,0,2100,2100,0,0,0,0,0,0
Navi12-384b-14m-2100e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,2.4402,21299274094,0%,19.52%,0.76%,0%,0%,2.42%,0%,0%,0%,0%,12.06%,0%,0%,0%,0%,47.99%,0%,0%,0%,0%,0%,0.66%,0%,0.4%,0%,2.77%,0.07%,0%,0%,0%,3.11%,3.22%,0%,0%,0.08%,0%,0%,0%,0%,0%,0%,0%,0%,6.55%,0%,0.01%,0%,0%,0%,0.37%,0%,99.18,85.42,145.16,10142.51,0,2100,2100,0,0,0,0,0,0
