Config, App, Score, Cycles, % Vertex,% SPI,% Primitive,% Tile,% CB,% DB,% RB Read,% RB Write,% TA,% TD,% TCP,% TCC-TCP BW,% TCC,% TCC-MEM BW,% MC,% MCS,% ES GPR,% ES Wave,% GS GPR,% GS Wave,% LS GPR,% LS Wave,% HS GPR,% HS Wave,% VS GPR,% VS Wave,% PosBuf,% ParamCache,% AS GPR,% AS Wave,% PS GPR,% PS Wave,% DBLQuadFifo,% PS LDS,% LDS,% PS DBTileFIFO,% PS DBMRTTileFIFO,% CS GPR,% CS Wave,% PrimShader GPR,% PrimShader Wave,% PrimShader_ParamCache,% PrimShader_PosBuf,% ALU,% SFU,% SHExport,% MEM_INST,% SX-DB,% Baryc,% Interp,% PaScFifo,Ave FPS, Min FPS, Max FPS, Time (ms), Ave Power (Watt), Ave Freq (MHz), Ave Shader Freq (MHz),TotDcallNum,ExTDPDcallNum,SNum,ONum,ASNum,AONum
Navi12-384b-14m-2300e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,3.2735,8934554141,0.55%,15.3%,1.79%,0%,0%,0.57%,0%,0%,0.39%,0%,12.11%,0%,0.1%,0%,0%,4.53%,0%,0%,0%,0%,0%,0%,0%,0%,0%,14.21%,0.36%,1.19%,0%,0%,17.92%,1.71%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,21.94%,0%,1.52%,0%,5.05%,0%,0.74%,0%,254.27,114.83,4962,3884.59,0,2300,2300,0,0,0,0,0,0
Navi12-384b-14m-2300e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,3.219,13721623175,0.33%,16.67%,1.19%,0%,0%,0.5%,0%,0%,0.29%,0%,10.62%,0%,0.09%,0%,0%,7.86%,0%,0%,0%,0%,0%,0%,0%,0%,0%,9.17%,0.22%,0.67%,0%,0%,19.4%,0.96%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,24.53%,0%,1.28%,0%,5.74%,0%,0.49%,0%,167.75,73.02,3544.39,5965.92,0,2300,2300,0,0,0,0,0,0
Navi12-384b-14m-2300e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,2.4174,5644372085,0.13%,5.02%,0.06%,0%,0%,1.26%,0%,0%,0%,0%,1.46%,0%,0%,0%,0%,36.82%,0%,0%,0%,0%,0%,0%,0%,0%,0%,31.1%,0%,0%,0%,0%,0.03%,3.01%,0%,0%,3.39%,0%,0%,0%,0%,0%,0%,0%,0%,17.73%,0%,0%,0%,0%,0%,0%,0%,222.91,156.57,413.27,2454.07,0,2300,2300,0,0,0,0,0,0
Navi12-384b-14m-2300e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,2.3725,16178491659,0.04%,3.48%,0.02%,0%,0%,2.49%,0%,0%,0%,0%,1.92%,0%,0%,0%,0%,53.46%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10.58%,0%,0%,0%,0%,0%,0.93%,0%,0%,2.36%,0%,0%,0%,0%,0%,0%,0%,0%,24.71%,0%,0%,0%,0%,0%,0.01%,0%,111.13,76.32,170.84,7034.13,0,2300,2300,0,0,0,0,0,0
Navi12-384b-14m-2300e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,2.5865,22008680775,0%,17.21%,0.68%,0%,0%,2.27%,0%,0%,0%,0%,10.46%,0%,0%,0%,0%,54.49%,0%,0%,0%,0%,0%,0.63%,0%,0.39%,0%,2.49%,0.07%,0%,0%,0%,2.99%,2.99%,0%,0%,0.08%,0%,0%,0%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,0%,0.26%,0%,105.12,90.53,155.95,9568.99,0,2300,2300,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.703,6831553292,4.84%,13.24%,1.53%,0%,0%,0.16%,0%,0%,0%,0%,5%,0%,0%,0%,0%,42.2%,0%,0%,0%,0%,0%,0.02%,0%,4.34%,0%,3.56%,12.15%,0%,0%,0%,2.54%,0.05%,0%,0%,4.67%,0%,0%,2.68%,0.15%,0%,0%,0%,0%,1.21%,0%,0.55%,0%,0%,0%,1.12%,0%,160.56,145.74,178.17,2846.48,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,Grid2_38x21,1.5017,23903323483,0.09%,13.08%,0.59%,0.04%,0%,0.66%,0%,0%,0.01%,0%,11.48%,0.46%,0.11%,0%,0%,10.3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.02%,0.01%,0%,0%,0%,36.7%,2.46%,0%,0%,5.6%,0%,0%,0%,1.16%,0%,0%,0%,0%,15.09%,0%,0%,0%,0%,0%,0.14%,0%,127.59,91.06,46417.6,9959.72,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.528,19973677035,0.45%,8.11%,0.43%,0%,0%,0.48%,0%,0%,0.34%,0%,8.74%,0%,0%,0%,0%,40.69%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5.84%,0.48%,1.06%,0%,0%,14.21%,0.56%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,14.09%,0%,0.15%,0%,3.66%,0%,0.69%,0%,118.68,58.46,4233.29,8322.37,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.4347,32124981776,0.27%,7.29%,0.29%,0%,0%,0.39%,0%,0%,0.23%,0%,6.02%,0%,0%,0%,0%,47.83%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3.46%,0.21%,0.57%,0%,0%,13.29%,0.29%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,15.54%,0%,0.09%,0%,3.8%,0%,0.42%,0%,74.77,37.03,3146.49,13385.41,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.5309,9300233589,0.19%,6.97%,0.01%,0%,0%,1.83%,0%,0%,0%,0%,1.86%,0%,0%,0%,0%,41.46%,0%,0%,0%,0%,0%,0%,0%,0%,0%,17.38%,2%,0.05%,0%,0%,0.04%,1.84%,0%,0%,4.12%,0%,0%,0%,0%,0%,0%,0%,0%,22.27%,0%,0%,0%,0%,0%,0%,0%,141.17,96.89,228.06,3875.1,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.381,29002522329,0.06%,6.57%,0%,0%,0%,3.05%,0%,0%,0%,0%,2.18%,0%,0%,0%,0%,48.34%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5.31%,0.62%,0.02%,0%,0%,0%,0.52%,0%,0%,5.24%,0%,0%,0%,0%,0%,0%,0%,0%,28.08%,0%,0%,0%,0%,0%,0.01%,0%,64.69,43.78,92.12,12084.38,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.2884,46105212560,0%,15.16%,0.2%,0.01%,0%,1.87%,0%,0%,0%,0%,9.5%,0%,0%,0%,0%,63.35%,0%,0%,0%,0%,0%,0.17%,0%,0.2%,0%,0.42%,0.1%,0%,0%,0%,3.02%,1.38%,0%,0%,0.24%,0%,0%,0%,0%,0%,0%,0%,0%,4.23%,0%,0%,0%,0%,0%,0.14%,0%,52.36,45.32,78.93,19210.51,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.7547,6630255321,5.26%,13.83%,1.75%,0%,0%,0.17%,0%,0%,0%,0%,5.33%,0%,0.02%,0%,0%,37.39%,0%,0%,0%,0%,0%,0.02%,0%,4.53%,0%,3.84%,12.61%,0%,0%,0%,2.66%,0.05%,0%,0%,4.86%,0%,0%,2.76%,0.41%,0%,0%,0%,0%,2.69%,0%,0.58%,0%,0%,0%,1.23%,0%,165.43,150.07,183.33,2762.61,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,Grid2_38x21,1.5119,23741665564,0.1%,13.61%,0.6%,0.04%,0%,0.69%,0%,0%,0.01%,0%,11.65%,0.46%,0.11%,0%,0%,8.86%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.08%,0.01%,0%,0%,0%,36.97%,2.58%,0%,0%,5.64%,0%,0%,0%,1.16%,0%,0%,0%,0%,15.27%,0%,0%,0%,0%,0%,0.15%,0%,128.46,91.55,47934.05,9892.36,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.7601,17339484096,0.63%,15.37%,0.55%,0%,0%,0.57%,0%,0%,0.44%,0%,11.75%,0%,0%,0%,0%,17.09%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7.31%,0.7%,1.36%,0%,0%,17.45%,0.79%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,19.04%,0%,0.85%,0%,5.15%,0%,0.95%,0%,136.71,59.64,4251.38,7224.79,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.7438,26431168914,0.44%,16.93%,0.41%,0%,0%,0.52%,0%,0%,0.34%,0%,10.95%,0%,0%,0%,0%,12.98%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.73%,0.45%,0.85%,0%,0%,20.16%,0.47%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,22.74%,0%,1.39%,0%,5.96%,0%,0.68%,0%,90.87,38.07,3166.93,11012.99,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.5482,9196616359,0.19%,7.31%,0.01%,0%,0%,1.87%,0%,0%,0%,0%,2.21%,0%,0%,0%,0%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,17.59%,2.02%,0.05%,0%,0%,0.04%,1.86%,0%,0%,4.16%,0%,0%,0%,0%,0%,0%,0%,0%,22.69%,0%,0%,0%,0%,0%,0%,0%,142.76,98.29,229.07,3831.92,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.4198,28209891603,0.06%,7.36%,0%,0%,0%,3.21%,0%,0%,0%,0%,2.24%,0%,0%,0%,0%,46.13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5.48%,0.64%,0.02%,0%,0%,0%,0.54%,0%,0%,5.39%,0%,0%,0%,0%,0%,0%,0%,0%,28.91%,0%,0%,0%,0%,0%,0.01%,0%,66.51,45.24,93.12,11754.12,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.3081,45410206656,0%,15.8%,0.21%,0.01%,0%,1.94%,0%,0%,0%,0%,9.87%,0%,0%,0%,0%,61.79%,0%,0%,0%,0%,0%,0.18%,0%,0.2%,0%,0.45%,0.1%,0%,0%,0%,3.08%,1.42%,0%,0%,0.25%,0%,0%,0%,0%,0%,0%,0%,0%,4.55%,0%,0%,0%,0%,0%,0.15%,0%,53.17,46.04,80,18920.92,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.7974,6472663448,5.55%,14.26%,2.08%,0%,0%,0.17%,0%,0%,0%,0%,5.7%,0%,0.03%,0%,0%,26.49%,0%,0%,0%,0%,0%,0.02%,0%,4.72%,0%,4.1%,13.01%,0%,0%,0%,2.78%,0.06%,0%,0%,5%,0%,0%,2.82%,0.75%,0%,0%,0%,0%,10.53%,0%,0.63%,0%,0%,0%,1.3%,0%,169.46,153.21,188.11,2696.94,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Grid2_38x21,1.519,23630579084,0.1%,13.84%,0.62%,0.04%,0%,0.71%,0%,0%,0.01%,0%,11.71%,0.46%,0.11%,0%,0%,8.07%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.12%,0.01%,0%,0%,0%,37.15%,2.66%,0%,0%,5.67%,0%,0%,0%,1.17%,0%,0%,0%,0%,15.38%,0%,0%,0%,0%,0%,0.17%,0%,129.06,91.88,49175.52,9846.07,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.826,16713885642,0.7%,16.25%,0.59%,0%,0%,0.64%,0%,0%,0.46%,0%,12.93%,0%,0.01%,0%,0%,9.4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7.72%,0.76%,1.52%,0%,0%,18.71%,0.88%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,21.45%,0%,1.54%,0%,5.4%,0%,1.04%,0%,141.83,59.93,4257.75,6964.12,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.7369,26536120659,0.43%,16.91%,0.41%,0%,0%,0.52%,0%,0%,0.34%,0%,10.73%,0%,0%,0%,0%,14.27%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.69%,0.41%,0.83%,0%,0%,19.27%,0.46%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,23.19%,0%,0.94%,0%,5.92%,0%,0.66%,0%,90.51,38.04,3166.57,11056.72,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.5646,9100100301,0.2%,7.88%,0.01%,0%,0%,1.91%,0%,0%,0%,0%,2.66%,0%,0%,0%,0%,38.22%,0%,0%,0%,0%,0%,0%,0%,0%,0%,17.82%,2.04%,0.05%,0%,0%,0.04%,1.89%,0%,0%,4.21%,0%,0%,0%,0%,0%,0%,0%,0%,23.08%,0%,0%,0%,0%,0%,0%,0%,144.27,99.61,229.93,3791.71,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.4401,27811240890,0.06%,8%,0%,0%,0%,3.34%,0%,0%,0%,0%,2.28%,0%,0%,0%,0%,44.73%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5.57%,0.65%,0.02%,0%,0%,0%,0.55%,0%,0%,5.46%,0%,0%,0%,0%,0%,0%,0%,0%,29.32%,0%,0%,0%,0%,0%,0.01%,0%,67.46,46.04,93.66,11588.02,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.351,43968521260,0%,16.82%,0.22%,0.01%,0%,2.09%,0%,0%,0%,0%,10.97%,0%,0%,0%,0%,58.23%,0%,0%,0%,0%,0%,0.19%,0%,0.21%,0%,0.52%,0.1%,0%,0%,0%,3.2%,1.53%,0%,0%,0.26%,0%,0%,0%,0%,0%,0%,0%,0%,5.42%,0%,0.01%,0%,0%,0%,0.21%,0%,54.91,47.58,82.11,18320.22,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.8527,6279389231,5.89%,15.11%,2.42%,0%,0.12%,0.18%,0%,0%,0%,0%,6.67%,0.02%,0.07%,0%,0%,14.02%,0%,0%,0%,0%,0%,0.02%,0%,4.99%,0%,4.53%,13.6%,0%,0%,0%,2.96%,0.06%,0%,0%,5.15%,0%,0%,2.91%,1.53%,0%,0%,0%,0%,17.63%,0%,0.75%,0%,0%,0%,1.37%,0%,174.67,157.29,194.21,2616.41,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Grid2_38x21,1.5305,23453594701,0.11%,14.34%,0.64%,0.04%,0%,0.95%,0%,0%,0.01%,0%,11.88%,0.46%,0.11%,0%,0%,6.41%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.2%,0.01%,0%,0%,0%,37.44%,2.78%,0%,0%,5.71%,0%,0%,0%,1.18%,0%,0%,0%,0%,15.53%,0%,0%,0%,0%,0%,0.2%,0%,130.03,92.42,51427.18,9772.33,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.8494,16502431409,0.71%,16.63%,0.61%,0.01%,0%,0.71%,0%,0%,0.47%,0%,13.27%,0%,0.11%,0%,0%,3.79%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7.88%,0.81%,1.64%,0%,0%,19.83%,0.92%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,24.27%,0%,1.76%,0%,5.48%,0%,1.08%,0%,143.65,60.05,4261.47,6876.01,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.7752,25963592342,0.45%,17.69%,0.44%,0%,0%,0.6%,0%,0%,0.35%,0%,11.38%,0%,0.09%,0%,0%,4.86%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.87%,0.48%,0.94%,0%,0%,22.48%,0.5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,26.59%,0%,1.48%,0%,6.07%,0%,0.71%,0%,92.51,38.17,3170.93,10818.16,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.5817,9001615168,0.2%,8.22%,0.01%,0%,0%,1.96%,0%,0%,0%,0%,3.22%,0%,0%,0%,0%,36.23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,18.07%,2.07%,0.05%,0%,0%,0.04%,1.91%,0%,0%,4.25%,0%,0%,0%,0%,0%,0%,0%,0%,23.77%,0%,0%,0%,0%,0%,0%,0%,145.85,100.94,230.72,3750.67,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.4603,27426199358,0.06%,8.31%,0%,0%,0%,3.52%,0%,0%,0%,0%,2.31%,0%,0%,0%,0%,43.62%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5.66%,0.66%,0.02%,0%,0%,0%,0.56%,0%,0%,5.54%,0%,0%,0%,0%,0%,0%,0%,0%,29.72%,0%,0%,0%,0%,0%,0.01%,0%,68.41,46.85,94.2,11427.58,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.4515,40924440709,0%,20.35%,0.26%,0.01%,0%,2.48%,0%,0%,0%,0%,14.75%,0%,0%,0%,0%,45.57%,0%,0%,0%,0%,0%,0.21%,0%,0.23%,0%,0.71%,0.13%,0%,0%,0%,3.49%,1.79%,0%,0%,0.29%,0%,0%,0%,0%,0%,0%,0%,0%,8.83%,0%,0.02%,0%,0%,0%,0.9%,0%,58.99,51.12,86.3,17051.85,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.9149,6075537133,6.23%,16.49%,3.25%,0%,0.12%,0.18%,0%,0%,0%,0%,7.88%,0.06%,0.22%,0%,0%,6.02%,0%,0%,0%,0%,0%,0.02%,0%,5.43%,0%,5.2%,14.31%,0%,0%,0%,3.26%,0.06%,0%,0%,5.51%,0%,0%,3.01%,2.08%,0%,0%,0%,0%,18.26%,0%,0.89%,0%,0%,0%,1.49%,0%,180.54,162.03,201.35,2531.47,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Grid2_38x21,1.5469,23204680851,0.11%,15.01%,0.66%,0.05%,0%,1%,0%,0%,0.01%,0%,12.17%,0.47%,0.11%,0%,0%,4.41%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.31%,0.01%,0%,0%,0%,37.85%,2.91%,0%,0%,5.77%,0%,0%,0%,1.19%,0%,0%,0%,0%,15.72%,0%,0%,0%,0%,0%,0.24%,0%,131.43,93.2,55400.55,9668.62,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.8583,16423272763,0.74%,16.73%,0.62%,0.01%,0%,0.74%,0%,0%,0.47%,0%,13.55%,0.01%,0.11%,0%,0%,1.77%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7.95%,0.95%,1.71%,0%,0%,20.05%,0.94%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,24.96%,0%,2.06%,0%,5.51%,0%,1.11%,0%,144.34,60.11,4264.46,6843.03,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.7846,25825846087,0.46%,17.8%,0.44%,0%,0%,0.63%,0%,0%,0.35%,0%,11.64%,0%,0.09%,0%,0%,2.26%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.93%,0.62%,1.06%,0%,0%,23.3%,0.51%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,27.32%,0%,1.72%,0%,6.11%,0%,0.74%,0%,93,38.2,3173.34,10760.77,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.6297,8736427132,0.22%,9.56%,0.01%,0%,0%,2.1%,0%,0%,0%,0%,3.73%,0%,0%,0%,0%,31.9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,18.8%,2.13%,0.05%,0%,0%,0.04%,1.99%,0%,0%,4.38%,0%,0%,0%,0%,0%,0%,0%,0%,25.08%,0%,0%,0%,0%,0%,0.01%,0%,150.28,104.61,232.8,3640.18,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.4767,27122846252,0.06%,8.66%,0%,0%,0%,3.67%,0%,0%,0%,0%,2.34%,0%,0%,0%,0%,42.54%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5.74%,0.66%,0.02%,0%,0%,0%,0.57%,0%,0%,5.6%,0%,0%,0%,0%,0%,0%,0%,0%,30.12%,0%,0%,0%,0%,0%,0.01%,0%,69.17,47.46,94.6,11301.19,0,2400,2400,0,0,0,0,0,0
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.531,38798378281,0%,25.11%,0.3%,0.01%,0%,2.89%,0%,0%,0%,0%,16.84%,0%,0%,0%,0%,24.09%,0%,0%,0%,0%,0%,0.22%,0%,0.24%,0%,0.96%,0.15%,0%,0%,0%,3.74%,2.08%,0%,0%,0.3%,0%,0%,0%,0%,0%,0%,0%,0%,11.58%,0%,0.03%,0%,0%,0%,11.44%,0%,62.23,54.17,89.89,16165.99,0,2400,2400,0,0,0,0,0,0
Navi11-128b-14m-2400e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.869,13387906972,5.08%,13.34%,1.24%,0%,0%,0.18%,0%,0%,0%,0%,5.09%,0%,0%,0%,0%,46.61%,0%,0%,0%,0%,0%,0%,0%,1.23%,0%,1.16%,15.19%,0%,0%,0%,2.6%,0.02%,0%,0%,4.82%,0%,0%,0.52%,0%,0%,0%,0%,0%,1.23%,0%,0.57%,0%,0%,0%,1.11%,0%,81.93,74.27,91.45,5578.29,0,2400,2400,0,0,0,0,0,0
Navi11-128b-14m-2400e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Grid2_38x21,0.7599,47235962963,0.13%,13.22%,0.53%,0.06%,0%,0.69%,0%,0%,0.01%,0%,11.55%,1.49%,0.11%,0%,0%,11.16%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.81%,0.02%,0%,0%,0%,38.07%,1.04%,0%,0%,5.67%,0%,0%,0%,0%,0%,0%,0%,0%,15.29%,0%,0%,0%,0%,0%,0.14%,0%,64.56,45.97,30798.05,19681.65,0,2400,2400,0,0,0,0,0,0
