Config, Score for All Resolutions, Min Score, Max Score, Cycles, Mem Efficiency (%), #1 bottleneck, #2 bottleneck, #3 bottleneck, #4 bottleneck, #5 bottleneck,#1 IF Improv % [activity], #2 IF Improv % [activity], #3 IF Improv % [activity], #4 IF Improv % [activity], #5 IF Improv % [activity],Ave FPS, Min FPS, Max FPS, Time (ms), Min App, Max App
Navi11-128b-14m-2400e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.8756,0.8756145,0.8756145,13286786169.7056,55.8,MCS (45.7%),PosBuf (15.4%),SPI (13.7%),Vertex (5.2%),TCP (5.1%),MCS (14.7%) [100.0],PosBuf (5%) [46.5],SPI (5.6%) [63.1],Vertex (1.1%) [33.7],TCP (1.1%) [41.9],109.82,99.38,122.34,5536.16,3dm11_32bit_12x7_dx11_gt3_perf,3dm11_32bit_12x7_dx11_gt3_perf
Navi11-128b-14m-2400e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.9048,0.9048441,0.9048441,12857576118.3655,53.5,MCS (40.9%),PosBuf (16.1%),SPI (14.3%),Vertex (5.6%),TCP (5.5%),MCS (11.8%) [100.0],PosBuf (5.3%) [50.0],SPI (6.1%) [67.8],Vertex (1.2%) [36.2],TCP (1.2%) [45.1],113.49,102.64,126.27,5357.32,3dm11_32bit_12x7_dx11_gt3_perf,3dm11_32bit_12x7_dx11_gt3_perf
Navi11-128b-14m-2400e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.9296,0.9295726,0.9295726,12515538797.4098,51.3,MCS (30.1%),PosBuf (16.7%),SPI (14.8%),ALU (10.9%),Vertex (6%),MCS (9.4%) [100.0],PosBuf (5.5%) [53.8],SPI (6.5%) [73.0],ALU (0.9%) [65.2],Vertex (1.3%) [39.0],116.59,105.1,129.99,5214.81,3dm11_32bit_12x7_dx11_gt3_perf,3dm11_32bit_12x7_dx11_gt3_perf
Navi12-384b-14m-2400e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,3.3142,3.314199,3.314199,3510380852.27731,41.4,ALU (15.8%),Primitive (13.2%),SPI (12.2%),PosBuf (9.2%),HS Wave (8.8%),ALU (3.3%) [80.1],Primitive (3.8%) [71.2],SPI (5%) [89.8],PosBuf (1.9%) [51.1],HS Wave (3%) [37.6],415.68,371.92,457.51,1462.66,3dm11_32bit_12x7_dx11_gt3_perf,3dm11_32bit_12x7_dx11_gt3_perf
 
Config, Score for 3840x2160 Resolution, Min Score, Max Score, Cycles,Mem Efficiency (%), #1 bottleneck, #2 bottleneck, #3 bottleneck, #4 bottleneck, #5 bottleneck,#1 IF Improv % [activity], #2 IF Improv % [activity], #3 IF Improv % [activity], #4 IF Improv % [activity], #5 IF Improv % [activity],Ave FPS, Min FPS, Max FPS, Time (ms), Min App, Max App
Fiji-4096b-1m-1000e-4P-64CU-16RB-DCC-HBM-2048K,1,1,1,39706663453.6234,69.4,PS GPR (19.9%),ALU (15.3%),TCP (13.5%),Primitive (8.7%),MCS (8.1%),PS GPR (5.6%) [NaN],ALU (3.5%) [95.1],TCP (1.1%) [100.0],Primitive (3.6%) [26.1],MCS (1.7%) [90.3],65.25,37.74,32812.24,39706.66,Grid2_38x21,Grid2_38x21
Vega10-2048b-2m-1700e-4P-56CU-16RB-DCC-PBB-HBM-4096K,1.5516,1.519743,1.583387,43743796079.8789,61.6,MCS (26.6%),PS GPR (21%),ALU (13.9%),TCP (13.3%),SPI (3.6%),MCS (7.6%) [100.0],PS GPR (5.6%) [NaN],ALU (3.1%) [76.9],TCP (1%) [81.2],SPI (0.2%) [52.9],100.69,57.95,51434.91,25731.64,thief_veryhigh_3840x2160x32,Grid2_38x21
RacerX-128b-8m-1200e-2P-16CU-4RB-DCC-1024K,0.3057,0.2844335,0.3268801,159325137427.784,55.2,MCS (31.1%),PS GPR (23.1%),TCP (13.3%),ALU (11.6%),CB (6.9%),MCS (9.9%) [100.0],PS GPR (6.4%) [NaN],TCP (0.9%) [73.0],ALU (3.1%) [69.4],CB (0%) [51.0],19.51,10.83,15944.54,132770.95,thief_veryhigh_3840x2160x32,Grid2_38x21
RacerX-128b-8m-1400e-2P-16CU-4RB-DCC-1024K,0.3423,0.3083235,0.3761859,168044304899.371,56.3,MCS (39.5%),PS GPR (22.6%),TCP (10.8%),ALU (9.8%),TCC-TCP BW (4.9%),MCS (13.5%) [100.0],PS GPR (6.2%) [NaN],TCP (0.8%) [64.4],ALU (2.5%) [61.2],TCC-TCP BW (1%) [40.2],21.59,11.73,17196.11,120031.65,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.1169,1.086524,1.147375,64466307622.7547,53,MCS (25.4%),PS GPR (20.5%),SPI (17.6%),TCP (13.5%),ALU (12.6%),MCS (7.5%) [100.0],PS GPR (5.5%) [NaN],SPI (6.4%) [71.3],TCP (0.9%) [73.8],ALU (3.7%) [72.6],72.34,41.43,45222.45,35814.61,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.1249,1.097716,1.152121,63951608359.9424,52,MCS (23.9%),PS GPR (20.6%),SPI (18.1%),TCP (13.7%),ALU (12.8%),MCS (6.8%) [100.0],PS GPR (5.5%) [NaN],SPI (6.6%) [73.5],TCP (0.9%) [76.0],ALU (3.8%) [74.7],72.93,41.86,46484.75,35528.67,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.1381,1.120702,1.155443,63052047310.1642,50.8,PS GPR (20.7%),MCS (20.6%),SPI (18.7%),TCP (14%),ALU (13.4%),PS GPR (5.5%) [NaN],MCS (5.7%) [100.0],SPI (7.1%) [77.3],TCP (1%) [80.0],ALU (4%) [78.6],73.97,42.8,47548.31,35028.91,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.1616,1.160908,1.162325,61518804330.609,46.3,PS GPR (20.8%),SPI (20.8%),TCP (15.1%),ALU (14.1%),MCS (12.3%),PS GPR (5.6%) [NaN],SPI (8.2%) [87.0],TCP (1.1%) [90.1],ALU (4.4%) [88.5],MCS (3.8%) [100.0],75.81,44.57,49428.55,34177.11,Grid2_38x21,thief_veryhigh_3840x2160x32
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.1808,1.168718,1.192852,60382959659.694,39.4,SPI (21.9%),PS GPR (21.1%),TCP (16%),ALU (14.7%),MCS (8.5%),SPI (9.3%) [96.6],PS GPR (5.7%) [NaN],TCP (1.2%) [100.0],ALU (4.8%) [98.3],MCS (2.3%) [96.1],77.24,45.79,52508.27,33546.09,Grid2_38x21,thief_veryhigh_3840x2160x32
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.563,0.5443453,0.5816653,128125818540.752,53.5,MCS (26.5%),PS GPR (21.4%),SPI (17.6%),TCP (13.6%),ALU (12.6%),MCS (8.2%) [100.0],PS GPR (5.7%) [NaN],SPI (6.3%) [70.6],TCP (0.9%) [73.1],ALU (3.8%) [71.8],36.4,20.76,31079.34,71181.01,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.5646,0.5469889,0.5821686,127690261059.663,53.2,MCS (25.9%),PS GPR (21.4%),SPI (17.8%),TCP (13.6%),ALU (12.7%),MCS (7.9%) [100.0],PS GPR (5.7%) [NaN],SPI (6.4%) [71.3],TCP (0.9%) [73.8],ALU (3.8%) [72.6],36.52,20.86,31297.71,70939.03,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.5687,0.5527283,0.5847466,126640659531.616,52.2,MCS (24.5%),PS GPR (21.5%),SPI (18.3%),TCP (13.8%),ALU (13%),MCS (7.2%) [100.0],PS GPR (5.8%) [NaN],SPI (6.7%) [73.5],TCP (1%) [76.0],ALU (3.9%) [74.7],36.83,21.08,32520.05,70355.92,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.5755,0.5645279,0.5865558,124813953769.054,51,PS GPR (21.6%),MCS (21.1%),SPI (18.9%),TCP (14.2%),ALU (13.6%),PS GPR (5.8%) [NaN],MCS (6.2%) [100.0],SPI (7.1%) [77.3],TCP (1%) [80.0],ALU (4.1%) [78.6],37.37,21.56,33570.71,69341.08,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi12-384b-14m-1800e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,2.1908,2.1799,2.20171,32664484505.9903,35.7,MCS (20.3%),PS GPR (18.9%),SPI (18.3%),TCP (13.2%),ALU (12.4%),MCS (5%) [100.0],PS GPR (5%) [NaN],SPI (6.8%) [75.4],TCP (0.9%) [78.0],ALU (3.6%) [76.7],142.78,82.54,59658.62,18146.94,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.1685,1.12843,1.208636,65185128208.6752,53.5,MCS (27.4%),PS GPR (20.4%),SPI (16.9%),TCP (13.2%),ALU (11.9%),MCS (8.3%) [100.0],PS GPR (5.4%) [NaN],SPI (6%) [68.7],TCP (0.9%) [71.1],ALU (3.6%) [69.9],75.52,43.02,46892.63,34307.96,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.1776,1.141149,1.214049,64615837080.9834,52.6,MCS (26%),PS GPR (20.5%),SPI (17.4%),TCP (13.4%),ALU (12.2%),MCS (7.6%) [100.0],PS GPR (5.5%) [NaN],SPI (6.3%) [70.8],TCP (0.9%) [73.3],ALU (3.7%) [72.0],76.19,43.5,48241.79,34008.33,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.1928,1.16774,1.217803,63605283343.2017,51.2,MCS (23.1%),PS GPR (20.6%),SPI (18.3%),TCP (13.8%),ALU (13%),MCS (6.4%) [100.0],PS GPR (5.5%) [NaN],SPI (6.7%) [74.5],TCP (0.9%) [77.1],ALU (3.8%) [75.8],77.4,44.54,49373.17,33476.46,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.2213,1.218615,1.224006,61805832184.3971,47.1,PS GPR (20.8%),SPI (20.4%),TCP (14.7%),ALU (13.9%),MCS (13.5%),PS GPR (5.6%) [NaN],SPI (7.9%) [84.0],TCP (1.1%) [87.0],ALU (4.3%) [85.5],MCS (4.2%) [100.0],79.65,46.67,51382.21,32529.38,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.2433,1.232863,1.253788,60556471986.4985,39.8,SPI (21.7%),PS GPR (21%),TCP (15.8%),ALU (14.6%),MCS (9.1%),SPI (9.1%) [96.6],PS GPR (5.6%) [NaN],TCP (1.2%) [100.0],ALU (4.7%) [98.3],MCS (2.5%) [99.4],81.29,48.18,54779.97,31871.83,Grid2_38x21,thief_veryhigh_3840x2160x32
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.5888,0.5649965,0.6125729,129621321761.683,54.1,MCS (28.4%),PS GPR (21.3%),SPI (17%),TCP (13.2%),ALU (12%),MCS (9%) [100.0],PS GPR (5.7%) [NaN],SPI (6%) [68.0],TCP (0.9%) [70.4],ALU (3.6%) [69.2],37.98,21.54,32004.81,68221.75,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.5906,0.5679692,0.6131529,129141814749.304,53.7,MCS (28%),PS GPR (21.3%),SPI (17.1%),TCP (13.3%),ALU (12.1%),MCS (8.7%) [100.0],PS GPR (5.7%) [NaN],SPI (6.1%) [68.7],TCP (0.9%) [71.1],ALU (3.6%) [69.9],38.12,21.65,32235.14,67969.37,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.5953,0.5744844,0.6160895,127981912492.057,52.7,MCS (26.6%),PS GPR (21.4%),SPI (17.6%),TCP (13.5%),ALU (12.4%),MCS (8%) [100.0],PS GPR (5.7%) [NaN],SPI (6.3%) [70.8],TCP (0.9%) [73.3],ALU (3.7%) [72.0],38.47,21.9,33524.14,67358.9,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.6031,0.5881178,0.618133,125931882528.095,51.3,MCS (23.7%),PS GPR (21.6%),SPI (18.5%),TCP (13.9%),ALU (13.2%),MCS (6.8%) [100.0],PS GPR (5.8%) [NaN],SPI (6.8%) [74.5],TCP (1%) [77.1],ALU (3.9%) [75.8],39.09,22.44,34626.93,66279.94,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi12-384b-14m-1900e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,2.2977,2.274194,2.321226,32920185986.0435,36.1,MCS (22.5%),PS GPR (18.9%),SPI (17.8%),TCP (12.9%),ALU (11.6%),MCS (5.5%) [100.0],PS GPR (5%) [NaN],SPI (6.5%) [72.9],TCP (0.9%) [75.5],ALU (3.4%) [74.2],149.54,86.07,62343.86,17326.41,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.217,1.165511,1.268509,66052152217.4981,53.8,MCS (29.4%),PS GPR (20.3%),SPI (16.3%),TCP (12.7%),ALU (11.4%),MCS (9.2%) [100.0],PS GPR (5.4%) [NaN],SPI (5.7%) [66.0],TCP (0.8%) [68.3],ALU (3.4%) [67.1],78.45,44.43,48574.73,33026.08,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.2272,1.179573,1.27477,65430030918.5734,52.8,MCS (27.8%),PS GPR (20.4%),SPI (16.8%),TCP (13.1%),ALU (11.7%),MCS (8.5%) [100.0],PS GPR (5.4%) [NaN],SPI (5.9%) [68.0],TCP (0.9%) [70.4],ALU (3.5%) [69.2],79.2,44.96,50012.45,32715.01,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.2443,1.20953,1.279039,64312330837.9373,51.3,MCS (25.2%),PS GPR (20.5%),SPI (17.7%),TCP (13.5%),ALU (12.4%),MCS (7.2%) [100.0],PS GPR (5.5%) [NaN],SPI (6.4%) [71.6],TCP (0.9%) [74.1],ALU (3.7%) [72.8],80.58,46.1,51211.4,32156.16,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.2785,1.270975,1.286089,62205629680.333,47.5,PS GPR (20.7%),SPI (19.9%),MCS (15.3%),TCP (14.4%),ALU (13.7%),PS GPR (5.6%) [NaN],SPI (7.6%) [80.9],MCS (4.7%) [100.0],TCP (1%) [83.7],ALU (4.1%) [82.3],83.3,48.59,53350.4,31102.81,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.3041,1.296206,1.312055,60804671093.5221,40,SPI (21.4%),PS GPR (21%),TCP (15.6%),ALU (14.4%),MCS (10%),SPI (8.9%) [93.7],PS GPR (5.6%) [NaN],TCP (1.2%) [97.0],ALU (4.6%) [95.4],MCS (2.8%) [100.0],85.22,50.45,57053.58,30402.33,Grid2_38x21,thief_veryhigh_3840x2160x32
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.6129,0.5831622,0.6427135,131424337592.679,54.4,MCS (30.7%),PS GPR (21.2%),SPI (16.3%),TCP (12.6%),ALU (11.4%),MCS (10%) [100.0],PS GPR (5.6%) [NaN],SPI (5.7%) [65.3],TCP (0.8%) [67.6],ALU (3.5%) [66.5],39.43,22.24,32950.68,65712.17,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.6149,0.586464,0.643392,130897362516.163,54,MCS (30%),PS GPR (21.2%),SPI (16.5%),TCP (12.8%),ALU (11.6%),MCS (9.7%) [100.0],PS GPR (5.6%) [NaN],SPI (5.8%) [66.0],TCP (0.9%) [68.3],ALU (3.5%) [67.1],39.59,22.36,33193.33,65448.68,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.6202,0.5936604,0.6467799,129630676588.904,53,MCS (28.4%),PS GPR (21.3%),SPI (17%),TCP (13.2%),ALU (11.9%),MCS (8.9%) [100.0],PS GPR (5.7%) [NaN],SPI (6%) [68.0],TCP (0.9%) [70.4],ALU (3.6%) [69.2],39.98,22.63,34550.77,64815.34,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.6291,0.6089995,0.6491017,127365083528.892,51.4,MCS (25.8%),PS GPR (21.5%),SPI (17.9%),TCP (13.6%),ALU (12.6%),MCS (7.7%) [100.0],PS GPR (5.7%) [NaN],SPI (6.5%) [71.6],TCP (0.9%) [74.1],ALU (3.8%) [72.8],40.69,23.21,35705.77,63682.54,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi12-384b-14m-2000e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,2.3993,2.359965,2.43855,33241748802.0389,36.6,MCS (24.4%),PS GPR (18.8%),SPI (17.2%),TCP (12.6%),ALU (11.1%),MCS (6.3%) [100.0],PS GPR (5%) [NaN],SPI (6.2%) [70.3],TCP (0.8%) [72.8],ALU (3.3%) [71.5],155.89,89.31,65042.19,16620.87,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.2637,1.199647,1.327678,66982358871.5085,54,MCS (31.8%),PS GPR (20.2%),SPI (15.6%),TCP (11.8%),ALU (10.9%),MCS (10.2%) [100.0],PS GPR (5.3%) [NaN],SPI (5.4%) [63.5],TCP (0.8%) [65.7],ALU (3.3%) [64.6],81.23,45.74,50211.19,31896.36,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.2751,1.215356,1.334907,66294253036.2628,52.9,MCS (30%),PS GPR (20.3%),SPI (16.2%),TCP (12.3%),ALU (11.2%),MCS (9.4%) [100.0],PS GPR (5.4%) [NaN],SPI (5.6%) [65.5],TCP (0.8%) [67.8],ALU (3.4%) [66.6],82.07,46.33,51737.6,31568.69,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.2941,1.248437,1.339777,65075520779.1647,51.5,MCS (27.3%),PS GPR (20.4%),SPI (17%),TCP (13.1%),ALU (11.8%),MCS (8.1%) [100.0],PS GPR (5.4%) [NaN],SPI (6.1%) [68.9],TCP (0.9%) [71.3],ALU (3.5%) [70.1],83.61,47.56,53003.91,30988.34,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.3342,1.32061,1.347756,62661491169.1678,47.7,PS GPR (20.7%),SPI (19.2%),MCS (17.9%),TCP (14.1%),ALU (13.5%),PS GPR (5.5%) [NaN],SPI (7.3%) [77.9],MCS (5.3%) [100.0],TCP (1%) [80.6],ALU (4%) [79.3],86.83,50.45,55273.19,29838.81,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.3641,1.359275,1.368883,61076075713.2799,40.2,SPI (21.1%),PS GPR (20.9%),TCP (15.4%),ALU (14.2%),MCS (10.9%),SPI (8.7%) [90.4],PS GPR (5.6%) [NaN],TCP (1.1%) [93.6],ALU (4.5%) [92.0],MCS (3.2%) [100.0],89.09,52.62,59222.01,29083.85,Grid2_38x21,thief_veryhigh_3840x2160x32
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.6361,0.5997943,0.6724963,133359868141.653,54.5,MCS (32.9%),PS GPR (21%),SPI (15.7%),TCP (11.8%),ALU (10.9%),MCS (11%) [100.0],PS GPR (5.6%) [NaN],SPI (5.3%) [62.8],TCP (0.8%) [65.0],ALU (3.3%) [63.9],40.8,22.87,33862.47,63504.7,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.6384,0.6034642,0.6732567,132780118179.065,54.1,MCS (32.4%),PS GPR (21.1%),SPI (15.8%),TCP (12%),ALU (11%),MCS (10.7%) [100.0],PS GPR (5.6%) [NaN],SPI (5.4%) [63.5],TCP (0.8%) [65.7],ALU (3.4%) [64.6],40.98,23.01,34117.27,63228.63,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.6443,0.6114947,0.6771567,131380354529.769,53,MCS (30.6%),PS GPR (21.2%),SPI (16.4%),TCP (12.5%),ALU (11.3%),MCS (9.9%) [100.0],PS GPR (5.7%) [NaN],SPI (5.7%) [65.5],TCP (0.8%) [67.8],ALU (3.5%) [66.6],41.41,23.31,35542.28,62562.07,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.6541,0.6284161,0.6798,128911273135.088,51.6,MCS (27.8%),PS GPR (21.4%),SPI (17.2%),TCP (13.3%),ALU (12%),MCS (8.5%) [100.0],PS GPR (5.7%) [NaN],SPI (6.1%) [68.9],TCP (0.9%) [71.3],ALU (3.6%) [70.1],42.21,23.94,36748.52,61386.32,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi12-384b-14m-2100e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,2.4976,2.440243,2.554962,33592441053.3862,36.9,MCS (26.9%),PS GPR (18.7%),SPI (16.5%),TCP (11.7%),ALU (10.6%),MCS (7.1%) [100.0],PS GPR (5%) [NaN],SPI (5.9%) [67.8],TCP (0.8%) [70.2],ALU (3.2%) [69.0],161.97,92.38,67699.83,15996.4,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.3088,1.231293,1.386311,67957262607.9439,54.1,MCS (33.5%),PS GPR (20.1%),SPI (15.2%),TCP (11.3%),ALU (10.4%),MCS (11.2%) [100.0],PS GPR (5.3%) [NaN],SPI (5.1%) [61.2],TCP (0.8%) [63.3],ALU (3.2%) [62.2],83.88,46.93,51797.61,30889.66,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.3215,1.248464,1.394463,67210286466.1597,53.1,MCS (32.2%),PS GPR (20.2%),SPI (15.5%),TCP (11.6%),ALU (10.7%),MCS (10.4%) [100.0],PS GPR (5.4%) [NaN],SPI (5.3%) [63.1],TCP (0.8%) [65.3],ALU (3.3%) [64.2],84.81,47.59,53412.59,30550.13,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.3425,1.285025,1.400062,65875039734.6205,51.6,MCS (29.1%),PS GPR (20.4%),SPI (16.4%),TCP (12.7%),ALU (11.3%),MCS (9%) [100.0],PS GPR (5.4%) [NaN],SPI (5.7%) [66.5],TCP (0.8%) [68.8],ALU (3.4%) [67.6],86.53,48.96,54745.95,29943.2,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.3882,1.367304,1.409056,63175166563.0151,47.9,MCS (20.8%),PS GPR (20.6%),SPI (18.5%),TCP (13.9%),ALU (13.2%),MCS (5.9%) [100.0],PS GPR (5.5%) [NaN],SPI (6.9%) [75.2],TCP (1%) [77.8],ALU (3.8%) [76.5],90.23,52.19,57145.52,28715.98,thief_veryhigh_3840x2160x32,Grid2_38x21
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.4232,1.422109,1.424369,61365392993.4841,40.2,PS GPR (20.9%),SPI (20.8%),TCP (15.1%),ALU (14%),MCS (11.9%),PS GPR (5.6%) [NaN],SPI (8.4%) [87.4],TCP (1.1%) [90.4],ALU (4.4%) [88.9],MCS (3.6%) [100.0],92.89,54.67,61341.48,27893.36,Grid2_38x21,thief_veryhigh_3840x2160x32
